epoch	categorical_accuracy	loss	lr	mean_iou	precision_1	recall_1	val_categorical_accuracy	val_loss	val_mean_iou	val_precision_1	val_recall_1
64	0.7763317	0.05711632604534562	3.3000006e-24	0.49961054	0.77147174	0.9586363	0.9808799028396606	0.04537886381149292	0.8312041759490967	0.9808799624443054	0.9808799028396606
65	0.7779582	0.05640077168071592	3.3000006e-24	0.507145	0.77342975	0.9589099	0.9808993935585022	0.044625647366046906	0.8315935730934143	0.9808993935585022	0.9808993935585022
66	0.78197813	0.05775137648389146	3.3000006e-24	0.5071698	0.77838516	0.9583925	0.9807916283607483	0.04377622529864311	0.8316020369529724	0.9807916283607483	0.9807916283607483
67	0.78003895	0.05670392644163724	3.3000006e-24	0.5078808	0.77592635	0.95890605	0.9808606505393982	0.04309411719441414	0.8300520777702332	0.9808606505393982	0.9808606505393982
68	0.77271837	0.05740649031626212	3.3000005e-26	0.49531832	0.7659145	0.9582829	0.9807336330413818	0.041001204401254654	0.8311498761177063	0.9807336330413818	0.9807336330413818
69	0.7730614	0.05518345887193809	3.3000005e-26	0.49555978	0.7676484	0.95958406	0.9806845188140869	0.05022091791033745	0.829658567905426	0.9806845188140869	0.9806845188140869
70	0.76997375	0.05492500094948588	3.3000005e-26	0.49296215	0.7616119	0.9594487	0.9808008074760437	0.05299951508641243	0.8305337429046631	0.9808008074760437	0.9808008074760437
71	0.777768	0.058047983996771475	3.3000005e-26	0.50248945	0.77357614	0.95795393	0.9808048605918884	0.06329626590013504	0.831123411655426	0.9808048605918884	0.9808048605918884
72	0.77721953	0.056184298081977946	3.3000005e-26	0.5038497	0.7731347	0.95908886	0.9811440110206604	0.0575992688536644	0.8323156237602234	0.9811440110206604	0.9811440110206604
73	0.7735645	0.05483808630221599	3.3000006e-28	0.49674112	0.76732767	0.9597179	0.9809612035751343	0.06399320065975189	0.8318293690681458	0.9809612035751343	0.9809612035751343
74	0.77353895	0.05722054617630469	3.3000006e-28	0.49730146	0.7686031	0.9582528	0.9810924530029297	0.05411164090037346	0.8323798179626465	0.9810924530029297	0.9810924530029297
75	0.78619593	0.05848917063023593	3.3000006e-28	0.5133978	0.78254414	0.9583664	0.9810255169868469	0.05471882224082947	0.8320658802986145	0.9810255169868469	0.9810255169868469
76	0.7785576	0.057524816712012164	3.3000006e-28	0.5076104	0.7746278	0.9580933	0.9808399081230164	0.05373189598321915	0.8323255181312561	0.9808399677276611	0.9808399081230164
77	0.77534276	0.05584998630188607	3.3000006e-28	0.49911585	0.7672129	0.9592835	0.9807564616203308	0.05388839915394783	0.8308559060096741	0.9807564616203308	0.9807564616203308
78	0.7765265	0.0573154539876693	3.3000005e-30	0.50256205	0.7726441	0.9583379	0.9811092615127563	0.042443063110113144	0.8325524926185608	0.9811092615127563	0.9811092615127563
79	0.7800628	0.05762634134373149	3.3000005e-30	0.50733197	0.7758506	0.95834094	0.9807116389274597	0.04647331312298775	0.8306871056556702	0.9807116389274597	0.9807116389274597
80	0.77674216	0.056629779673105965	3.3000005e-30	0.50388074	0.7717404	0.9588382	0.9806770086288452	0.05016162246465683	0.8309376835823059	0.9806770086288452	0.9806770086288452
81	0.7720834	0.056224082571429176	3.3000005e-30	0.49629706	0.76659375	0.95874685	0.9808938503265381	0.04549397528171539	0.8309757113456726	0.9808938503265381	0.9808938503265381
82	0.7779508	0.05719379214821635	3.3000005e-30	0.50357264	0.7731052	0.9585049	0.9808124303817749	0.045225225389003754	0.8315091729164124	0.9808124303817749	0.9808124303817749
83	0.7730627	0.056571442231133175	3.3000006e-32	0.49733382	0.7676822	0.9586464	0.9808057546615601	0.04577169567346573	0.8306048512458801	0.9808057546615601	0.9808057546615601
84	0.77815056	0.05699510791817227	3.3000006e-32	0.50191414	0.77210516	0.9586759	0.980842649936676	0.04747944325208664	0.8297020792961121	0.980842649936676	0.980842649936676
85	0.78016293	0.058432712144142876	3.3000006e-32	0.5077532	0.7755771	0.95811224	0.9807779788970947	0.04684830456972122	0.8318566679954529	0.9807779788970947	0.9807779788970947
86	0.77016693	0.0548756065199504	3.3000006e-32	0.49026474	0.7607985	0.9597003	0.9808753728866577	0.06797149777412415	0.8318561911582947	0.9808753728866577	0.9808753728866577
87	0.76988286	0.055772815805834694	3.3000006e-32	0.4912038	0.7609719	0.95914835	0.9808805584907532	0.07546349614858627	0.8314528465270996	0.9808805584907532	0.9808805584907532
88	0.782256	0.05716408587790824	3.3000006e-34	0.5086357	0.77845126	0.9588487	0.9811927676200867	0.06388834863901138	0.8352224230766296	0.9811927676200867	0.9811927676200867
89	0.77860737	0.057591681142111086	3.3000006e-34	0.5038	0.774319	0.9584372	0.981421172618866	0.046866998076438904	0.8344042897224426	0.981421172618866	0.981421172618866
90	0.7853912	0.05971240624785423	3.3000006e-34	0.51319546	0.78067565	0.9575952	0.9807732701301575	0.04584177955985069	0.8303852081298828	0.9807733297348022	0.9807732701301575
91	0.7764615	0.05704182477013485	3.3000006e-34	0.501491	0.77072024	0.95879734	0.9807834029197693	0.051385533064603806	0.8309999108314514	0.9807834029197693	0.9807834029197693
92	0.77039075	0.05534759103446393	3.3000006e-34	0.49309412	0.76366276	0.9591371	0.9808332324028015	0.05083047226071358	0.8303588032722473	0.9808332324028015	0.9808332324028015
93	0.7693862	0.05648372120953895	3.3000006e-36	0.49338242	0.76359004	0.9585947	0.9809754490852356	0.04373086243867874	0.830596923828125	0.9809754490852356	0.9809754490852356
94	0.77893525	0.05647007124246778	3.3000006e-36	0.50480586	0.7736454	0.959072	0.980855405330658	0.0484464205801487	0.8316752314567566	0.980855405330658	0.980855405330658
95	0.7760491	0.05688114685786737	3.3000006e-36	0.4996106	0.77011055	0.958644	0.9808885455131531	0.0453353226184845	0.8311198353767395	0.9808885455131531	0.9808885455131531
96	0.77311945	0.05586229254667823	3.3000006e-36	0.49652532	0.7673105	0.959308	0.980879008769989	0.044592540711164474	0.8312401175498962	0.980879008769989	0.980879008769989
97	0.7789025	0.05724545960893502	3.3000006e-36	0.50548	0.77368385	0.9587321	0.9807988405227661	0.043709646910429	0.8314595222473145	0.9807988405227661	0.9807988405227661
98	0.77673274	0.056258159513409074	3.3000007e-38	0.49828607	0.77059376	0.9589225	0.9808590412139893	0.04297451302409172	0.8298774361610413	0.9808590412139893	0.9808590412139893
99	0.77672696	0.056287756542096265	3.3000007e-38	0.5040043	0.77156514	0.9588134	0.9807643890380859	0.04097610339522362	0.8312925696372986	0.9807643890380859	0.9807643294334412
