epoch	categorical_accuracy	loss	lr	mean_iou	precision_1	recall_1	val_categorical_accuracy	val_loss	val_mean_iou	val_precision_1	val_recall_1
56	0.7949486	0.03162428933019574	3.3000004e-16	0.53154355	0.7679935	0.96794647	0.9887686967849731	0.02499893680214882	0.8953654170036316	0.9887686967849731	0.9887686967849731
57	0.8035826	0.032133359210313975	3.3000004e-16	0.54359686	0.78067404	0.9679537	0.9888827800750732	0.023507801815867424	0.8964027762413025	0.9888827800750732	0.9888827800750732
58	0.80611646	0.03217374437765495	3.3000004e-16	0.5510813	0.78381985	0.96794605	0.9888198375701904	0.023604271933436394	0.8951644897460938	0.9888198375701904	0.9888198375701904
59	0.79574513	0.03236232919467462	3.3000005e-18	0.52835965	0.77036566	0.9673821	0.9888154864311218	0.023497458547353745	0.8953244090080261	0.9888155460357666	0.9888154864311218
60	0.80531585	0.032408906348251006	3.3000005e-18	0.54751605	0.78319126	0.96760267	0.988798201084137	0.02517232857644558	0.8960085511207581	0.988798201084137	0.988798201084137
61	0.8051517	0.03228261412398235	3.3000005e-18	0.54686457	0.7823775	0.96766067	0.9888384342193604	0.025836501270532608	0.8955056071281433	0.9888384342193604	0.9888384342193604
62	0.80233157	0.031581936152400195	3.3000005e-18	0.5431112	0.7784333	0.96819127	0.9888445734977722	0.02595406398177147	0.8957844376564026	0.9888445734977722	0.9888445734977722
63	0.80440575	0.03246787059548739	3.3000005e-18	0.54735845	0.78194183	0.9675305	0.9888439774513245	0.025689665228128433	0.8965213298797607	0.9888439774513245	0.9888439178466797
64	0.80818385	0.03258122337629666	3.3000005e-20	0.55204684	0.78746337	0.9675923	0.9888573288917542	0.02434835024178028	0.8958998322486877	0.9888573288917542	0.9888573288917542
65	0.8031517	0.03207676746958011	3.3000005e-20	0.5443677	0.7801939	0.9678875	0.9889101386070251	0.026872506365180016	0.8967215418815613	0.9889101386070251	0.9889101386070251
66	0.80541736	0.03234281214709218	3.3000005e-20	0.5479164	0.7827451	0.96765494	0.988806962966919	0.03003605641424656	0.8971937298774719	0.988806962966919	0.988806962966919
67	0.79762506	0.03215118361687338	3.3000005e-20	0.5364709	0.7729743	0.9677075	0.9888042211532593	0.03173510357737541	0.8954150676727295	0.9888042211532593	0.9888042211532593
68	0.7965553	0.03168631928998071	3.3000005e-20	0.5322057	0.77056545	0.967838	0.9890267252922058	0.02864084206521511	0.8974229693412781	0.9890267252922058	0.9890267252922058
69	0.80266416	0.0322452980924297	3.3000006e-22	0.5425027	0.7791069	0.9677998	0.988821804523468	0.026674309745430946	0.8962813019752502	0.988821804523468	0.988821804523468
70	0.79971206	0.032259216431427644	3.3000006e-22	0.5375597	0.77606565	0.9676421	0.988889753818512	0.030694525688886642	0.89573734998703	0.988889753818512	0.988889753818512
71	0.8004441	0.032008131915653076	3.3000006e-22	0.53848946	0.7769548	0.96778613	0.9888535737991333	0.029833396896719933	0.8954808115959167	0.9888535737991333	0.9888535737991333
72	0.7973803	0.031812840468577436	3.3000006e-22	0.5345767	0.77180016	0.96784496	0.9887868165969849	0.03709452599287033	0.8962199687957764	0.9887868165969849	0.9887868165969849
73	0.8079745	0.032502250745892525	3.3000006e-22	0.5476605	0.7869295	0.96769446	0.9890382885932922	0.031146541237831116	0.896920919418335	0.9890382885932922	0.9890382885932922
74	0.7988531	0.031379158885495084	3.3000006e-24	0.5346318	0.77423877	0.96819067	0.9888352751731873	0.02629454806447029	0.8968765139579773	0.9888352751731873	0.9888352751731873
75	0.80140084	0.03186735727295682	3.3000006e-24	0.54125375	0.7775475	0.96792245	0.9889053106307983	0.027434825897216797	0.8973174691200256	0.9889053106307983	0.9889053106307983
76	0.8023591	0.03220123243895737	3.3000006e-24	0.5468215	0.7794738	0.9676339	0.988804280757904	0.03004547581076622	0.8945050239562988	0.988804280757904	0.988804280757904
77	0.8005467	0.03216823029357034	3.3000006e-24	0.53940344	0.77645916	0.9676951	0.988781213760376	0.036658044904470444	0.8964939713478088	0.988781213760376	0.9887811541557312
78	0.80099237	0.03137329296284431	3.3000006e-24	0.5393154	0.77668124	0.96842694	0.989063024520874	0.02914821170270443	0.8971707820892334	0.989063024520874	0.989063024520874
79	0.806251	0.03246720482570094	3.3000005e-26	0.5488324	0.78430545	0.96765864	0.9888856410980225	0.024844279512763023	0.8974294662475586	0.9888856410980225	0.9888856410980225
80	0.80449086	0.0325897086311031	3.3000005e-26	0.5485444	0.78173333	0.9673848	0.9889849424362183	0.02433023601770401	0.8969180583953857	0.9889849424362183	0.9889849424362183
81	0.80350316	0.03264592416785859	3.3000005e-26	0.5457843	0.78115433	0.9674044	0.9887551665306091	0.027783948928117752	0.8951407074928284	0.9887551665306091	0.9887551665306091
82	0.8081514	0.032899439989312274	3.3000005e-26	0.55232084	0.78677815	0.96711296	0.9888404607772827	0.028464028611779213	0.8953075408935547	0.9888404607772827	0.9888404607772827
